Device,StartTime,Frames,Bytes,TxFrames,TxBytes,RxFrames,RxBytes,LanFrames,LanBytes,LanTxFrames,LanTxBytes,LanRxFrames,LanRxBytes,WanFrames,WanBytes,WanTxFrames,WanTxBytes,WanRxFrames,WanRxBytes
DLink (FR),0,104,18557,68,11264,36,7293,2,407,2,407,0,0,102,18150,66,10857,36,7293
DLink (FR),1800,95,21572,60,9288,35,12284,4,420,4,420,0,0,91,21152,56,8868,35,12284
DLink (FR),3600,131,37469,81,15974,50,21495,5,722,5,722,0,0,126,36747,76,15252,50,21495
DLink (FR),5400,99,17606,64,10528,35,7078,0,0,0,0,0,0,99,17606,64,10528,35,7078
DLink (FR),7200,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),9000,100,18018,66,10857,34,7161,0,0,0,0,0,0,100,18018,66,10857,34,7161
DLink (FR),10800,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),12600,96,17408,64,10528,32,6880,0,0,0,0,0,0,96,17408,64,10528,32,6880
DLink (FR),14400,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),16200,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),18000,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),19800,96,17408,64,10528,32,6880,0,0,0,0,0,0,96,17408,64,10528,32,6880
DLink (FR),21600,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),23400,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),25200,98,17815,66,10935,32,6880,2,407,2,407,0,0,96,17408,64,10528,32,6880
DLink (FR),27000,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),28800,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),30600,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),32400,98,17815,66,10935,32,6880,2,407,2,407,0,0,96,17408,64,10528,32,6880
DLink (FR),34200,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),36000,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),37800,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),39600,98,17815,66,10935,32,6880,2,407,2,407,0,0,96,17408,64,10528,32,6880
DLink (FR),41400,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),43200,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),45000,96,17408,64,10528,32,6880,0,0,0,0,0,0,96,17408,64,10528,32,6880
DLink (FR),46800,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),48600,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),50400,103,18491,68,11264,35,7227,2,407,2,407,0,0,101,18084,66,10857,35,7227
DLink (FR),52200,96,17408,64,10528,32,6880,0,0,0,0,0,0,96,17408,64,10528,32,6880
DLink (FR),54000,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),55800,99,17952,66,10857,33,7095,0,0,0,0,0,0,99,17952,66,10857,33,7095
DLink (FR),57600,102,18425,68,11264,34,7161,2,407,2,407,0,0,100,18018,66,10857,34,7161
DLink (FR),59400,115,31058,70,15182,45,15876,0,0,0,0,0,0,115,31058,70,15182,45,15876
DLink (FR),61200,177,90419,104,29827,73,60592,6,827,6,827,0,0,171,89592,98,29000,73,60592
DLink (FR),63000,74,12876,48,7894,26,4982,5,722,5,722,0,0,69,12154,43,7172,26,4982
DLink (FR),64800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLink (FR),66600,2,407,2,407,0,0,2,407,2,407,0,0,0,0,0,0,0,0
DLink (FR),68400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLink (FR),70200,2,407,2,407,0,0,2,407,2,407,0,0,0,0,0,0,0,0
DLink (FR),72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLink (FR),73800,2,407,2,407,0,0,2,407,2,407,0,0,0,0,0,0,0,0
DLink (FR),75600,7,622,6,548,1,74,4,420,4,420,0,0,3,202,2,128,1,74
DLink (FR),77400,12,1344,10,1216,2,128,9,1142,9,1142,0,0,3,202,1,74,2,128
DLink (FR),79200,18,1664,15,1462,3,202,12,1260,12,1260,0,0,6,404,3,202,3,202
DLink (FR),81000,17,7163,9,1338,8,5825,5,722,5,722,0,0,12,6441,4,616,8,5825
DLink (FR),82800,109,41119,66,17797,43,23322,0,0,0,0,0,0,109,41119,66,17797,43,23322
DLink (FR),84600,104,18557,68,11264,36,7293,2,407,2,407,0,0,102,18150,66,10857,36,7293
DLink (FR),86400,106,18426,66,10857,40,7569,0,0,0,0,0,0,106,18426,66,10857,40,7569
DLink (FR),88200,103,18491,68,11264,35,7227,2,407,2,407,0,0,101,18084,66,10857,35,7227
DLink (FR),90000,97,17486,64,10528,33,6958,0,0,0,0,0,0,97,17486,64,10528,33,6958
DLink (FR),91800,105,18623,68,11264,37,7359,2,407,2,407,0,0,103,18216,66,10857,37,7359
DLink (FR),93600,100,18018,66,10857,34,7161,0,0,0,0,0,0,100,18018,66,10857,34,7161
DLink (FR),95400,100,17947,66,10935,34,7012,2,407,2,407,0,0,98,17540,64,10528,34,7012
DLink (FR),97200,101,18084,66,10857,35,7227,0,0,0,0,0,0,101,18084,66,10857,35,7227
DLink (FR),99000,101,18359,68,11264,33,7095,2,407,2,407,0,0,99,17952,66,10857,33,7095
DLink (FR),100800,102,18150,66,10857,36,7293,0,0,0,0,0,0,102,18150,66,10857,36,7293
DLink (FR),102600,101,18025,66,10935,35,7090,2,407,2,407,0,0,99,17618,64,10528,35,7090
DLink (FR),104400,107,18480,66,10857,41,7623,0,0,0,0,0,0,107,18480,66,10857,41,7623
DLink (FR),106200,105,18623,68,11264,37,7359,2,407,2,407,0,0,103,18216,66,10857,37,7359
DLink (FR),108000,104,18294,66,10857,38,7437,0,0,0,0,0,0,104,18294,66,10857,38,7437
DLink (FR),109800,100,17947,66,10935,34,7012,2,407,2,407,0,0,98,17540,64,10528,34,7012
DLink (FR),111600,101,18084,66,10857,35,7227,0,0,0,0,0,0,101,18084,66,10857,35,7227
