Device,StartTime,Frames,Bytes,TxFrames,TxBytes,RxFrames,RxBytes,LanFrames,LanBytes,LanTxFrames,LanTxBytes,LanRxFrames,LanRxBytes,WanFrames,WanBytes,WanTxFrames,WanTxBytes,WanRxFrames,WanRxBytes
NestCamera (FR),0,421,43425,209,25708,212,17717,0,0,0,0,0,0,421,43425,209,25708,212,17717
NestCamera (FR),1800,437,73439,228,46060,209,27379,48,7448,28,2088,20,5360,389,65991,200,43972,189,22019
NestCamera (FR),3600,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),5400,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),7200,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),9000,249,25709,123,15148,126,10561,0,0,0,0,0,0,249,25709,123,15148,126,10561
NestCamera (FR),10800,567,72756,289,41951,278,30805,37,5640,21,1566,16,4074,530,67116,268,40385,262,26731
NestCamera (FR),12600,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),14400,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),16200,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),18000,319,46923,165,26399,154,20524,36,5586,21,1566,15,4020,283,41337,144,24833,139,16504
NestCamera (FR),19800,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),21600,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),23400,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),25200,441,45411,219,26886,222,18525,0,0,0,0,0,0,441,45411,219,26886,222,18525
NestCamera (FR),27000,372,52288,192,29639,180,22649,36,5586,21,1566,15,4020,336,46702,171,28073,165,18629
NestCamera (FR),28800,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),30600,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),32400,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),34200,279,28725,138,16952,141,11773,0,0,0,0,0,0,279,28725,138,16952,141,11773
NestCamera (FR),36000,530,68701,270,39455,260,29246,36,5586,21,1566,15,4020,494,63115,249,37889,245,25226
NestCamera (FR),37800,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),39600,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),41400,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),43200,353,50442,182,28499,171,21943,36,5586,21,1566,15,4020,317,44856,161,26933,156,17923
NestCamera (FR),45000,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),46800,470,48410,235,28830,235,19580,0,0,0,0,0,0,470,48410,235,28830,235,19580
NestCamera (FR),48600,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
NestCamera (FR),50400,469,48344,234,28764,235,19580,0,0,0,0,0,0,469,48344,234,28764,235,19580
NestCamera (FR),52200,468,48204,234,28764,234,19440,0,0,0,0,0,0,468,48204,234,28764,234,19440
