Device,StartTime,Frames,Bytes,TxFrames,TxBytes,RxFrames,RxBytes,LanFrames,LanBytes,LanTxFrames,LanTxBytes,LanRxFrames,LanRxBytes,WanFrames,WanBytes,WanTxFrames,WanTxBytes,WanRxFrames,WanRxBytes
PhilipsBridge (EU),0,591,109560,421,95357,170,14203,242,75514,240,75330,2,184,349,34046,181,20027,168,14019
PhilipsBridge (EU),1800,580,102960,414,92756,166,10204,248,77620,246,77436,2,184,332,25340,168,15320,164,10020
PhilipsBridge (EU),3600,618,111208,433,96127,185,15081,248,77620,246,77436,2,184,370,33588,187,18691,183,14897
PhilipsBridge (EU),5400,537,95392,389,86664,148,8728,242,75514,240,75330,2,184,295,19878,149,11334,146,8544
PhilipsBridge (EU),7200,629,113837,439,95423,190,18414,246,77512,244,77328,2,184,383,36325,195,18095,188,18230
PhilipsBridge (EU),9000,589,106850,418,93061,171,13789,248,77620,246,77436,2,184,341,29230,172,15625,169,13605
PhilipsBridge (EU),10800,590,105549,416,91538,174,14011,242,75514,240,75330,2,184,348,30035,176,16208,172,13827
PhilipsBridge (EU),12600,533,94960,389,86412,144,8548,248,77620,246,77436,2,184,285,17340,143,8976,142,8364
PhilipsBridge (EU),14400,580,105077,411,91552,169,13525,242,75514,240,75330,2,184,338,29563,171,16222,167,13341
PhilipsBridge (EU),16200,533,95390,389,86878,144,8512,248,77620,246,77436,2,184,285,17770,143,9442,142,8328
PhilipsBridge (EU),18000,584,106575,416,93104,168,13471,248,77620,246,77436,2,184,336,28955,170,15668,166,13287
PhilipsBridge (EU),19800,529,93892,384,85326,145,8566,242,75514,240,75330,2,184,287,18378,144,9996,143,8382
PhilipsBridge (EU),21600,578,105679,413,92406,165,13273,248,77620,246,77436,2,184,330,28059,167,14970,163,13089
PhilipsBridge (EU),23400,524,94092,385,86006,139,8086,248,77620,246,77436,2,184,276,16472,139,8570,137,7902
PhilipsBridge (EU),25200,578,105586,410,92075,168,13511,242,75514,240,75330,2,184,336,30072,170,16745,166,13327
PhilipsBridge (EU),27000,671,125257,464,98012,207,27245,248,77620,246,77436,2,184,423,47637,218,20576,205,27061
PhilipsBridge (EU),28800,713,179555,482,151327,231,28228,242,75514,240,75330,2,184,471,104041,242,75997,229,28044
PhilipsBridge (EU),30600,545,97117,395,88226,150,8891,248,77620,246,77436,2,184,297,19497,149,10790,148,8707
PhilipsBridge (EU),32400,575,104969,411,91774,164,13195,248,77620,246,77436,2,184,327,27349,165,14338,162,13011
PhilipsBridge (EU),34200,526,93990,383,85652,143,8338,242,75514,240,75330,2,184,284,18476,143,10322,141,8154
