Device,StartTime,Frames,Bytes,TxFrames,TxBytes,RxFrames,RxBytes,LanFrames,LanBytes,LanTxFrames,LanTxBytes,LanRxFrames,LanRxBytes,WanFrames,WanBytes,WanTxFrames,WanTxBytes,WanRxFrames,WanRxBytes
EchoDot5 (US),0,4759,2349844,2700,1695005,2059,654839,3,234,3,234,0,0,4756,2349610,2697,1694771,2059,654839
EchoDot5 (US),1800,1413,492830,784,256712,629,236118,3,234,3,234,0,0,1410,492596,781,256478,629,236118
EchoDot5 (US),3600,850,231495,461,79278,389,152217,3,234,3,234,0,0,847,231261,458,79044,389,152217
EchoDot5 (US),5400,1425,451120,775,232346,650,218774,180,33853,91,8619,89,25234,1245,417267,684,223727,561,193540
EchoDot5 (US),7200,1170,382293,649,195070,521,187223,3,234,3,234,0,0,1167,382059,646,194836,521,187223
EchoDot5 (US),9000,1424,489419,784,258214,640,231205,3,234,3,234,0,0,1421,489185,781,257980,640,231205
EchoDot5 (US),10800,893,246728,485,91490,408,155238,3,234,3,234,0,0,890,246494,482,91256,408,155238
EchoDot5 (US),12600,1471,471860,797,237777,674,234083,180,33853,91,8619,89,25234,1291,438007,706,229158,585,208849
EchoDot5 (US),14400,1280,423767,705,221533,575,202234,3,234,3,234,0,0,1277,423533,702,221299,575,202234
EchoDot5 (US),16200,1263,421003,688,217885,575,203118,3,234,3,234,0,0,1260,420769,685,217651,575,203118
EchoDot5 (US),18000,762,195643,401,61615,361,134028,3,234,3,234,0,0,759,195409,398,61381,361,134028
EchoDot5 (US),19800,1621,528482,888,260326,733,268156,180,33853,91,8619,89,25234,1441,494629,797,251707,644,242922
EchoDot5 (US),21600,1260,421105,692,219491,568,201614,3,234,3,234,0,0,1257,420871,689,219257,568,201614
EchoDot5 (US),23400,818,220970,436,80207,382,140763,3,234,3,234,0,0,815,220736,433,79973,382,140763
EchoDot5 (US),25200,1368,461544,763,244602,605,216942,3,234,3,234,0,0,1365,461310,760,244368,605,216942
EchoDot5 (US),27000,1647,538589,894,263203,753,275386,162,30583,76,7287,86,23296,1485,508006,818,255916,667,252090
EchoDot5 (US),28800,1206,403233,677,216638,529,186595,21,3504,18,1566,3,1938,1185,399729,659,215072,526,184657
EchoDot5 (US),30600,862,246832,467,83800,395,163032,3,234,3,234,0,0,859,246598,464,83566,395,163032
EchoDot5 (US),32400,1208,402237,673,216251,535,185986,3,234,3,234,0,0,1205,402003,670,216017,535,185986
EchoDot5 (US),34200,1370,454952,768,235138,602,219814,13,1124,13,1124,0,0,1357,453828,755,234014,602,219814
EchoDot5 (US),36000,1483,479377,806,243575,677,235802,170,32963,81,7729,89,25234,1313,446414,725,235846,588,210568
EchoDot5 (US),37800,736,197753,392,71141,344,126612,3,234,3,234,0,0,733,197519,389,70907,344,126612
EchoDot5 (US),39600,1299,434884,703,224198,596,210686,3,234,3,234,0,0,1296,434650,700,223964,596,210686
EchoDot5 (US),41400,1351,448058,753,236696,598,211362,13,1124,13,1124,0,0,1338,446934,740,235572,598,211362
EchoDot5 (US),43200,1443,458622,785,224220,658,234402,170,32963,81,7729,89,25234,1273,425659,704,216491,569,209168
EchoDot5 (US),45000,838,233000,449,88168,389,144832,3,234,3,234,0,0,835,232766,446,87934,389,144832
EchoDot5 (US),46800,1333,444852,723,220770,610,224082,3,234,3,234,0,0,1330,444618,720,220536,610,224082
EchoDot5 (US),48600,1650,660289,907,311531,743,348758,13,1124,13,1124,0,0,1637,659165,894,310407,743,348758
EchoDot5 (US),50400,1006,255904,524,84694,482,171210,170,32963,81,7729,89,25234,836,222941,443,76965,393,145976
EchoDot5 (US),52200,1267,432203,705,230308,562,201895,3,234,3,234,0,0,1264,431969,702,230074,562,201895
EchoDot5 (US),54000,1339,498105,737,224042,602,274063,3,234,3,234,0,0,1336,497871,734,223808,602,274063
