Device,StartTime,Frames,Bytes,TxFrames,TxBytes,RxFrames,RxBytes,LanFrames,LanBytes,LanTxFrames,LanTxBytes,LanRxFrames,LanRxBytes,WanFrames,WanBytes,WanTxFrames,WanTxBytes,WanRxFrames,WanRxBytes
Litokam (US1) ,0,638,118677,513,107672,125,11005,360,94320,360,94320,0,0,278,24357,153,13352,125,11005
Litokam (US1) ,1800,670,127596,531,109896,139,17700,360,94320,360,94320,0,0,310,33276,171,15576,139,17700
Litokam (US1) ,3600,650,122087,520,108209,130,13878,360,94320,360,94320,0,0,290,27767,160,13889,130,13878
Litokam (US1) ,5400,646,121478,516,107600,130,13878,359,94058,359,94058,0,0,287,27420,157,13542,130,13878
Litokam (US1) ,7200,649,122033,519,108155,130,13878,360,94320,360,94320,0,0,289,27713,159,13835,130,13878
Litokam (US1) ,9000,644,121542,516,107796,128,13746,360,94320,360,94320,0,0,284,27222,156,13476,128,13746
Litokam (US1) ,10800,674,127813,529,109717,145,18096,359,94058,359,94058,0,0,315,33755,170,15659,145,18096
Litokam (US1) ,12600,643,121476,517,107862,126,13614,360,94320,360,94320,0,0,283,27156,157,13542,126,13614
Litokam (US1) ,14400,647,121889,518,108077,129,13812,360,94320,360,94320,0,0,287,27569,158,13757,129,13812
Litokam (US1) ,16200,644,121346,517,107666,127,13680,359,94058,359,94058,0,0,285,27288,158,13608,127,13680
Litokam (US1) ,18000,667,127213,528,109710,139,17503,360,94320,360,94320,0,0,307,32893,168,15390,139,17503
Litokam (US1) ,19800,669,127530,530,109830,139,17700,360,94320,360,94320,0,0,309,33210,170,15510,139,17700
Litokam (US1) ,21600,649,122021,518,108077,131,13944,360,94320,360,94320,0,0,289,27701,158,13757,131,13944
Litokam (US1) ,23400,641,121148,515,107534,126,13614,359,94058,359,94058,0,0,282,27090,156,13476,126,13614
Litokam (US1) ,25200,645,121757,516,107945,129,13812,360,94320,360,94320,0,0,285,27437,156,13625,129,13812
Litokam (US1) ,27000,646,121674,519,107994,127,13680,360,94320,360,94320,0,0,286,27354,159,13674,127,13680
Litokam (US1) ,28800,674,127813,533,109981,141,17832,359,94058,359,94058,0,0,315,33755,174,15923,141,17832
Litokam (US1) ,30600,643,121476,516,107796,127,13680,360,94320,360,94320,0,0,283,27156,156,13476,127,13680
Litokam (US1) ,32400,651,122153,521,108275,130,13878,360,94320,360,94320,0,0,291,27833,161,13955,130,13878
Litokam (US1) ,34200,648,121806,519,107994,129,13812,360,94320,360,94320,0,0,288,27486,159,13674,129,13812
Litokam (US1) ,36000,647,121693,517,107815,130,13878,359,94058,359,94058,0,0,288,27635,158,13757,130,13878
Litokam (US1) ,37800,674,127860,533,110028,141,17832,360,94320,360,94320,0,0,314,33540,173,15708,141,17832
Litokam (US1) ,39600,675,127867,534,110163,141,17704,360,94320,360,94320,0,0,315,33547,174,15843,141,17704
Litokam (US1) ,41400,643,121280,516,107600,127,13680,359,94058,359,94058,0,0,284,27222,157,13542,127,13680
Litokam (US1) ,43200,651,122153,520,108209,131,13944,360,94320,360,94320,0,0,291,27833,160,13889,131,13944
Litokam (US1) ,45000,649,121872,519,107994,130,13878,360,94320,360,94320,0,0,289,27552,159,13674,130,13878
Litokam (US1) ,46800,675,128051,533,110153,142,17898,360,94320,360,94320,0,0,315,33731,173,15833,142,17898
Litokam (US1) ,48600,643,121280,515,107534,128,13746,359,94058,359,94058,0,0,284,27222,156,13476,128,13746
Litokam (US1) ,50400,650,122087,519,108143,131,13944,360,94320,360,94320,0,0,290,27767,159,13823,131,13944
Litokam (US1) ,52200,645,121608,518,107928,127,13680,360,94320,360,94320,0,0,285,27288,158,13608,127,13680
Litokam (US1) ,54000,651,121957,520,108013,131,13944,359,94058,359,94058,0,0,292,27899,161,13955,131,13944
Litokam (US1) ,55800,659,124114,525,109356,134,14758,360,94320,360,94320,0,0,299,29794,165,15036,134,14758
Litokam (US1) ,57600,652,122219,521,108275,131,13944,360,94320,360,94320,0,0,292,27899,161,13955,131,13944
Litokam (US1) ,59400,647,121740,517,107862,130,13878,360,94320,360,94320,0,0,287,27420,157,13542,130,13878
Litokam (US1) ,61200,672,127461,530,109691,142,17770,359,94058,359,94058,0,0,313,33403,171,15633,142,17770
Litokam (US1) ,63000,638,121146,514,107664,124,13482,360,94320,360,94320,0,0,278,26826,154,13344,124,13482
Litokam (US1) ,64800,659,124401,525,109574,134,14827,360,94320,360,94320,0,0,299,30081,165,15254,134,14827
Litokam (US1) ,66600,642,121214,515,107534,127,13680,359,94058,359,94058,0,0,283,27156,156,13476,127,13680
Litokam (US1) ,68400,645,121757,516,107945,129,13812,360,94320,360,94320,0,0,285,27437,156,13625,129,13812
Litokam (US1) ,70200,645,121608,515,107730,130,13878,360,94320,360,94320,0,0,285,27288,155,13410,130,13878
Litokam (US1) ,72000,650,121891,520,108013,130,13878,359,94058,359,94058,0,0,291,27833,161,13955,130,13878
Litokam (US1) ,73800,665,124648,528,109623,137,15025,360,94320,360,94320,0,0,305,30328,168,15303,137,15025
Litokam (US1) ,75600,645,121561,516,107749,129,13812,359,94058,359,94058,0,0,286,27503,157,13691,129,13812
Litokam (US1) ,77400,667,127122,527,109420,140,17702,359,94058,359,94058,0,0,308,33064,168,15362,140,17702
Litokam (US1) ,79200,649,122033,520,108221,129,13812,360,94320,360,94320,0,0,289,27713,160,13901,129,13812
Litokam (US1) ,81000,647,121740,519,107994,128,13746,360,94320,360,94320,0,0,287,27420,159,13674,128,13746
Litokam (US1) ,82800,722,139581,557,113853,165,25728,360,94320,360,94320,0,0,362,45261,197,19533,165,25728
Litokam (US1) ,84600,634,118068,510,107129,124,10939,359,94058,359,94058,0,0,275,24010,151,13071,124,10939
Litokam (US1) ,86400,639,118743,513,107672,126,11071,360,94320,360,94320,0,0,279,24423,153,13352,126,11071
Litokam (US1) ,88200,643,121488,515,107742,128,13746,360,94320,360,94320,0,0,283,27168,155,13422,128,13746
Litokam (US1) ,90000,647,121693,516,107749,131,13944,359,94058,359,94058,0,0,288,27635,157,13691,131,13944
Litokam (US1) ,91800,666,127194,529,109695,137,17499,360,94320,360,94320,0,0,306,32874,169,15375,137,17499
Litokam (US1) ,93600,650,122087,520,108209,130,13878,360,94320,360,94320,0,0,290,27767,160,13889,130,13878
Litokam (US1) ,95400,637,118266,512,107261,125,11005,359,94058,359,94058,0,0,278,24208,153,13203,125,11005
Litokam (US1) ,97200,647,121889,518,108077,129,13812,360,94320,360,94320,0,0,287,27569,158,13757,129,13812
Litokam (US1) ,99000,645,121608,518,107928,127,13680,360,94320,360,94320,0,0,285,27288,158,13608,127,13680
