Device,StartTime,Frames,Bytes,TxFrames,TxBytes,RxFrames,RxBytes,LanFrames,LanBytes,LanTxFrames,LanTxBytes,LanRxFrames,LanRxBytes,WanFrames,WanBytes,WanTxFrames,WanTxBytes,WanRxFrames,WanRxBytes
MaxcioSmartStrip (FR) ,0,427,67732,313,55030,114,12702,181,41630,181,41630,0,0,246,26102,132,13400,114,12702
MaxcioSmartStrip (FR) ,1800,318,58393,273,52925,45,5468,201,46230,201,46230,0,0,117,12163,72,6695,45,5468
MaxcioSmartStrip (FR) ,3600,312,60236,281,56492,31,3744,223,51290,223,51290,0,0,89,8946,58,5202,31,3744
MaxcioSmartStrip (FR) ,5400,366,61652,289,53413,77,8239,193,44390,193,44390,0,0,173,17262,96,9023,77,8239
MaxcioSmartStrip (FR) ,7200,422,68932,313,57015,109,11917,193,44390,193,44390,0,0,229,24542,120,12625,109,11917
MaxcioSmartStrip (FR) ,9000,303,53401,252,47536,51,5865,176,40480,176,40480,0,0,127,12921,76,7056,51,5865
MaxcioSmartStrip (FR) ,10800,302,51517,242,44992,60,6525,163,37490,163,37490,0,0,139,14027,79,7502,60,6525
MaxcioSmartStrip (FR) ,12600,257,46626,217,42141,40,4485,160,36800,160,36800,0,0,97,9826,57,5341,40,4485
MaxcioSmartStrip (FR) ,14400,384,62436,294,52647,90,9789,180,41400,180,41400,0,0,204,21036,114,11247,90,9789
MaxcioSmartStrip (FR) ,16200,298,54393,254,49048,44,5345,184,42320,184,42320,0,0,114,12073,70,6728,44,5345
MaxcioSmartStrip (FR) ,18000,383,58494,279,47635,104,10859,157,36110,157,36110,0,0,226,22384,122,11525,104,10859
MaxcioSmartStrip (FR) ,19800,415,67703,310,56057,105,11646,190,43700,190,43700,0,0,225,24003,120,12357,105,11646
MaxcioSmartStrip (FR) ,21600,328,54967,253,46685,75,8282,163,37490,163,37490,0,0,165,17477,90,9195,75,8282
MaxcioSmartStrip (FR) ,23400,322,57382,266,51312,56,6070,192,44160,192,44160,0,0,130,13222,74,7152,56,6070
MaxcioSmartStrip (FR) ,25200,293,54634,256,50566,37,4068,197,45310,197,45310,0,0,96,9324,59,5256,37,4068
MaxcioSmartStrip (FR) ,27000,422,64725,305,51770,117,12955,167,38410,167,38410,0,0,255,26315,138,13360,117,12955
MaxcioSmartStrip (FR) ,28800,315,54997,256,48117,59,6880,173,39790,173,39790,0,0,142,15207,83,8327,59,6880
MaxcioSmartStrip (FR) ,30600,414,65570,318,55621,96,9949,192,44160,192,44160,0,0,222,21410,126,11461,96,9949
MaxcioSmartStrip (FR) ,32400,276,52346,247,48779,29,3567,190,43700,190,43700,0,0,86,8646,57,5079,29,3567
MaxcioSmartStrip (FR) ,34200,346,57123,273,49090,73,8033,172,39560,172,39560,0,0,174,17563,101,9530,73,8033
MaxcioSmartStrip (FR) ,36000,340,57853,260,48964,80,8889,173,39790,173,39790,0,0,167,18063,87,9174,80,8889
MaxcioSmartStrip (FR) ,37800,291,53581,241,47879,50,5702,180,41400,180,41400,0,0,111,12181,61,6479,50,5702
MaxcioSmartStrip (FR) ,39600,294,45591,215,37131,79,8460,120,27600,120,27600,0,0,174,17991,95,9531,79,8460
MaxcioSmartStrip (FR) ,41400,311,49551,231,40988,80,8563,138,31740,138,31740,0,0,173,17811,93,9248,80,8563
MaxcioSmartStrip (FR) ,43200,356,61467,290,54027,66,7440,196,45080,196,45080,0,0,160,16387,94,8947,66,7440
MaxcioSmartStrip (FR) ,45000,299,56856,268,53043,31,3813,207,47610,207,47610,0,0,92,9246,61,5433,31,3813
MaxcioSmartStrip (FR) ,46800,352,60172,274,51186,78,8986,182,41860,182,41860,0,0,170,18312,92,9326,78,8986
MaxcioSmartStrip (FR) ,48600,364,66306,311,60159,53,6147,228,52440,228,52440,0,0,136,13866,83,7719,53,6147
MaxcioSmartStrip (FR) ,50400,328,63916,298,60226,30,3690,239,54970,239,54970,0,0,89,8946,59,5256,30,3690
MaxcioSmartStrip (FR) ,52200,378,67747,314,60994,64,6753,231,53130,231,53130,0,0,147,14617,83,7864,64,6753
MaxcioSmartStrip (FR) ,54000,370,67321,310,60389,60,6932,226,51980,226,51980,0,0,144,15341,84,8409,60,6932
MaxcioSmartStrip (FR) ,55800,329,64146,299,60456,30,3690,240,55200,240,55200,0,0,89,8946,59,5256,30,3690
MaxcioSmartStrip (FR) ,57600,310,59776,280,56086,30,3690,221,50830,221,50830,0,0,89,8946,59,5256,30,3690
MaxcioSmartStrip (FR) ,59400,373,66679,315,60414,58,6265,229,52670,229,52670,0,0,144,14009,86,7744,58,6265
MaxcioSmartStrip (FR) ,61200,382,66175,312,58626,70,7549,216,49680,216,49680,0,0,166,16495,96,8946,70,7549
MaxcioSmartStrip (FR) ,63000,388,69478,317,61391,71,8087,226,51980,226,51980,0,0,162,17498,91,9411,71,8087
MaxcioSmartStrip (FR) ,64800,423,74059,346,65468,77,8591,243,55890,243,55890,0,0,180,18169,103,9578,77,8591
MaxcioSmartStrip (FR) ,66600,323,55840,261,48551,62,7289,175,40250,175,40250,0,0,148,15590,86,8301,62,7289
MaxcioSmartStrip (FR) ,68400,414,66959,310,55583,104,11376,189,43470,189,43470,0,0,225,23489,121,12113,104,11376
MaxcioSmartStrip (FR) ,70200,383,59477,288,49487,95,9990,166,38180,166,38180,0,0,217,21297,122,11307,95,9990
MaxcioSmartStrip (FR) ,72000,388,58890,283,48034,105,10856,157,36110,157,36110,0,0,231,22780,126,11924,105,10856
MaxcioSmartStrip (FR) ,73800,398,56881,282,44859,116,12022,141,32430,141,32430,0,0,257,24451,141,12429,116,12022
MaxcioSmartStrip (FR) ,75600,398,50654,253,36497,145,14157,94,21620,94,21620,0,0,304,29034,159,14877,145,14157
MaxcioSmartStrip (FR) ,77400,337,45952,238,36348,99,9604,113,25990,113,25990,0,0,224,19962,125,10358,99,9604
MaxcioSmartStrip (FR) ,79200,375,54600,260,42866,115,11734,133,30590,133,30590,0,0,242,24010,127,12276,115,11734
MaxcioSmartStrip (FR) ,81000,391,52422,258,39030,133,13392,112,25760,112,25760,0,0,279,26662,146,13270,133,13392
